sample_id,station_id,latitude,longitude,level_code,tara_nitrate_level,ebi_nitrate_level,darwin_nitrate_level,nitrate_level,tara_temperature,ebi_temperature,temperature,tara_salinity_level,ebi_salinity_level,salinity_level,tara_oxygen_level,ebi_oxygen_level,darwin_oxygen_level,oxygen_level,darwin_alkalinity
TARA_B100000003,Station34,18.3967,39.8750,SUR,0.051463,-0.927087,17.985404,0.051463,27.611000,27.598650,27.611000,38.829000,38.646858,38.829000,184.244500,184.061167,198.869860,184.244500,1982.632000
TARA_B100000029,Station34,18.4417,39.8567,DCM,-0.392680,0.086450,19.367791,-0.392680,27.671300,27.589917,27.671300,38.815900,38.916583,38.815900,183.759200,175.384083,191.851750,183.759200,1990.571700
TARA_B100000034,Station36,20.8183,63.5047,SUR,0.000000,99999.000000,14.471829,14.471829,25.511900,25.581433,25.511900,36.703500,36.530058,36.703500,0.000000,104.908417,210.309250,104.908417,1906.030600
TARA_B100000035,Station36,20.8222,63.5133,DCM,0.290250,0.367767,14.505992,0.290250,24.998400,25.373950,24.998400,36.695500,36.549267,36.695500,192.992700,211.606583,210.469010,192.992700,1905.529900
TARA_B100000066,Station38,19.0393,64.4913,SUR,0.891260,0.889376,14.481865,0.891260,26.223500,26.231400,26.223500,36.790500,36.617917,36.790500,199.803600,199.935500,208.202560,199.803600,1906.783000
TARA_B100000073,Station38,19.0284,64.5126,DCM,1.081000,1.230122,14.591483,1.081000,25.777700,25.494408,25.777700,0.000000,99999.000000,,146.548700,154.699917,208.617860,146.548700,1903.776500
TARA_B100000085,Station39,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000089,Station39,18.5918,66.6220,SUR,-0.860450,-1.415582,14.196328,-0.860450,26.801500,26.817650,26.801500,36.457000,36.285367,36.457000,194.021100,193.353500,205.054870,194.021100,1905.315100
TARA_B100000091,Station39,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000105,Station39,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000123,Station42,6.0001,73.8955,SUR,-1.780900,-1.478820,14.227695,-1.780900,29.978200,29.980283,29.978200,34.724900,34.561550,34.724900,188.904600,189.254750,196.882920,188.904600,1928.635600
TARA_B100000127,Station42,6.0001,73.8955,SUR,-1.780900,-1.478820,14.227695,-1.780900,29.978200,29.980283,29.978200,34.724900,34.561550,34.724900,188.904600,189.254750,196.882920,188.904600,1928.635600
TARA_B100000161,Station45,0.0033,71.6428,SUR,1.866100,2.575786,13.467190,1.866100,30.462400,30.496383,30.462400,35.319800,35.091133,35.319800,184.818000,185.243833,197.266710,184.818000,1958.205700
TARA_B100000212,Station52,-16.9570,53.9801,SUR,0.000000,99999.000000,11.756601,11.756601,27.883700,27.868400,27.883700,34.730500,34.566667,34.730500,192.347700,191.680000,202.874510,192.347700,1961.899200
TARA_B100000242,Station48,-9.3921,66.4228,SUR,-1.897600,-2.201764,12.502214,-1.897600,29.818100,29.818233,29.818100,34.330400,34.168900,34.330400,187.009800,187.257500,199.672910,187.009800,1956.908300
TARA_B100000261,Station46,-0.6625,73.1610,SUR,0.358050,0.477267,13.803932,0.358050,30.120900,30.125650,30.120900,35.277400,35.111283,35.277400,184.874900,185.733167,197.496320,184.874900,1954.356900
TARA_B100000282,Station41,14.6059,69.9776,SUR,-0.887120,-1.343153,13.950170,-0.887120,29.086800,29.089367,29.086800,36.195100,36.024883,36.195100,187.700400,187.429250,198.948650,187.700400,1927.399700
TARA_B100000287,Station41,14.5536,70.0128,DCM,-0.349110,-0.224514,13.993898,-0.349110,27.190500,27.117663,27.190500,36.676200,36.496162,36.676200,153.905000,148.328125,206.025850,153.905000,1911.543200
TARA_B100000401,Station64,-29.5019,37.9889,SUR,0.000000,99999.000000,12.021952,12.021952,22.173500,22.165567,22.173500,35.501800,35.334717,35.501800,209.574500,210.007750,223.520480,209.574500,1972.040300
TARA_B100000405,Station64,-29.5333,37.9117,DCM,-0.342970,-0.112031,12.088309,-0.342970,22.234800,22.250309,22.234800,35.500600,35.335545,35.500600,208.144400,207.446227,223.785250,208.144400,1972.431200
TARA_B100000420,Station72,-8.7789,-17.9099,SUR,0.382530,0.263475,13.395498,0.382530,25.027800,25.026190,25.027800,36.595500,36.423240,36.595500,198.815300,199.119500,210.890730,198.815300,1966.382300
TARA_B100000424,Station72,-8.7789,-17.9099,SUR,0.382530,0.263475,13.395498,0.382530,25.027800,25.026190,25.027800,36.595500,36.423240,36.595500,198.815300,199.119500,210.890730,198.815300,1966.382300
TARA_B100000457,Station70,-20.4091,-3.1759,SUR,0.297120,0.168013,14.491161,0.297120,19.777800,19.776808,19.777800,36.547700,36.376225,36.547700,215.371100,215.650833,232.221660,215.371100,1937.420800
TARA_B100000459,Station70,-20.4091,-3.1759,SUR,0.297120,0.168013,14.491161,0.297120,19.777800,19.776808,19.777800,36.547700,36.376225,36.547700,215.371100,215.650833,232.221660,215.371100,1937.420800
TARA_B100000473,Station68,-31.0266,4.6650,SUR,0.000000,99999.000000,13.263906,13.263906,16.807100,16.832058,16.807100,35.855200,35.686850,35.855200,231.924000,231.914833,246.665390,231.924000,1977.622600
TARA_B100000475,Station68,-31.0266,4.6650,SUR,0.000000,99999.000000,13.263906,13.263906,16.807100,16.832058,16.807100,35.855200,35.686850,35.855200,231.924000,231.914833,246.665390,231.924000,1977.622600
TARA_B100000480,Station68,-31.0270,4.6802,DCM,0.000000,99999.000000,13.341141,13.341141,16.786700,16.787411,16.786700,35.856300,35.687803,35.856300,232.106800,231.683361,246.083240,232.106800,1977.899000
TARA_B100000482,Station68,-31.0270,4.6802,DCM,0.000000,99999.000000,13.341141,13.341141,16.786700,16.787411,16.786700,35.856300,35.687803,35.856300,232.106800,231.683361,246.083240,232.106800,1977.899000
TARA_B100000493,Station67,-32.2401,17.7103,SUR,0.910270,0.405607,13.116124,0.910270,12.830200,12.834450,12.830200,35.009600,34.845292,35.009600,248.259100,249.351417,253.205000,248.259100,2012.607800
TARA_B100000497,Station67,-32.2401,17.7103,SUR,0.910270,0.405607,13.116124,0.910270,12.830200,12.834450,12.830200,35.009600,34.845292,35.009600,248.259100,249.351417,253.205000,248.259100,2012.607800
TARA_B100000513,Station76,-20.9354,-35.1803,SUR,0.030608,0.030608,12.688213,0.030608,23.352700,23.349542,23.352700,37.276700,37.101367,37.276700,205.993400,206.194333,212.381840,205.993400,1973.518100
TARA_B100000524,Station78,-30.1367,-43.2899,SUR,-0.317610,-0.385346,13.948180,-0.317610,19.845800,19.854083,19.845800,36.495300,36.324250,36.495300,221.795400,221.474750,226.353320,221.795400,1973.025600
TARA_B100000575,Station111,-16.9601,-100.6335,SUR,2.302100,2.568726,8.000546,2.302100,22.769300,22.768730,22.769300,36.140600,35.971440,36.140600,208.944600,208.865400,214.996340,208.944600,2052.246800
TARA_B100000578,Station111,-16.9601,-100.6335,SUR,2.302100,2.568726,8.000546,2.302100,22.769300,22.768730,22.769300,36.140600,35.971440,36.140600,208.944600,208.865400,214.996340,208.944600,2052.246800
TARA_B100000674,Station124,-9.1504,-140.5216,SUR,4.878600,5.111856,5.191730,4.878600,26.520300,26.518986,26.520300,35.551800,35.396729,35.551800,190.695900,190.724000,203.858730,190.695900,1990.720500
TARA_B100000683,Station123,-8.9068,-140.2830,SUR,3.317600,3.868407,5.194036,3.317600,26.581200,26.576175,26.581200,35.526600,35.359483,35.526600,189.891700,189.758333,202.110460,189.891700,1993.451200
TARA_B100000767,Station82,-47.2007,-57.9446,DCM,17.587700,17.111823,19.227239,17.587700,6.978300,6.975635,6.978300,34.218900,34.057594,34.218900,306.406600,306.211529,308.039520,306.406600,2266.496300
TARA_B100000768,Station82,-47.1863,-58.2902,SUR,15.864300,17.091069,15.085438,15.864300,7.322600,7.321517,7.322600,34.209700,34.048642,34.209700,304.849000,305.012167,300.995570,304.849000,2267.046600
TARA_B100000780,Station84,-60.2287,-60.6476,SUR,24.595100,24.423039,23.275087,24.595100,1.836100,1.844020,1.836100,33.882100,33.719720,33.882100,338.392200,338.298200,343.637330,338.392200,2321.467000
TARA_B100000787,Station85,-62.0385,-49.5290,SUR,27.541100,27.501159,27.681724,27.541100,0.668250,0.671080,0.668250,34.521500,34.353880,34.521500,343.733300,343.437300,365.500600,343.733300,2343.572300
TARA_B100000900,Station102,-5.2529,-85.1545,SUR,10.958600,11.688971,6.780498,10.958600,24.711900,24.943108,24.711900,34.910000,34.748175,34.910000,206.609400,205.992583,214.054870,206.609400,2086.256300
TARA_B100000902,Station102,-5.2669,-85.2732,DCM,14.209800,20.328327,16.996540,14.209800,21.440500,19.566255,21.440500,35.042900,34.900284,35.042900,131.412500,103.916711,153.945950,131.412500,2138.199000
TARA_B100000925,Station109,1.9928,-84.5766,SUR,1.085500,1.210114,5.776020,1.085500,27.629400,27.617558,27.629400,33.539200,33.367600,33.539200,199.588800,198.635833,211.170720,199.588800,1985.589600
TARA_B100000927,Station109,2.0299,-84.5546,DCM,4.635700,3.886605,11.658548,4.635700,26.490800,26.532035,26.490800,34.524900,34.344808,34.524900,201.216600,203.127654,181.594860,201.216600,2085.459700
TARA_B100000963,Station100,-13.0023,-95.9759,SUR,4.735200,4.590737,6.029202,4.735200,25.252300,25.251200,25.252300,36.004400,35.835267,36.004400,200.797000,200.233917,209.313140,200.797000,2013.926800
TARA_B100000965,Station100,-12.9723,-96.0122,DCM,1.185500,1.501977,8.249334,1.185500,19.972700,20.649431,19.972700,35.636800,35.544655,35.636800,224.408400,216.790338,223.316390,224.408400,2042.135500
TARA_B100001115,Station122,-8.9971,-139.1963,SUR,4.586500,3.986359,5.200557,4.586500,26.545200,26.544130,26.545200,35.533300,35.366200,35.533300,185.445100,186.240700,202.331470,185.445100,1993.485600
TARA_B100001121,Station125,-8.9111,-142.5571,SUR,4.532500,4.985942,5.219904,4.532500,26.781500,26.780158,26.781500,35.595300,35.427733,35.595300,187.243300,187.302833,203.374240,187.243300,1990.160000
TARA_B100001287,Station137,14.2035,-116.6261,SUR,3.441600,3.241307,3.500513,3.441600,26.411000,26.409100,26.411000,34.044900,33.884425,34.044900,195.129200,195.126917,206.626360,195.129200,1923.477200
TARA_B100001964,Station137,14.2075,-116.6468,DCM,3.896100,99999.000000,3.906346,3.896100,22.811900,99999.000000,22.811900,34.471500,99999.000000,34.471500,164.783900,99999.000000,227.456020,164.783900,1942.402700
TARA_B100001989,Station138,6.3332,-102.9432,SUR,0.353410,-1.184318,2.672438,0.353410,26.684900,26.636200,26.684900,33.659100,33.407042,33.659100,197.046200,196.882750,206.380480,197.046200,1926.605700
TARA_B100001996,Station138,6.3378,-102.9538,DCM,7.673200,22.087762,14.658865,7.673200,21.793000,19.048358,21.793000,34.709400,34.611755,34.709400,111.125100,77.038525,153.758200,111.125100,2088.100300
TARA_B110000003,Station155,54.5305,-16.9377,SUR,1.833000,4.348292,14.679750,1.833000,11.002500,11.095410,11.002500,35.464800,35.325105,35.464800,266.815300,270.945625,281.705700,266.815300,2153.641000
TARA_B110000008,Station155,54.5451,-16.7943,DCM,8.195100,6.951238,15.607829,8.195100,10.909400,10.790180,10.909400,35.508700,35.335020,35.508700,264.191900,266.369875,280.240900,264.191900,2155.588900
TARA_B110000023,Station168,72.5128,44.0775,SUR,-3.944300,-4.721995,12.623917,-3.944300,7.224300,7.531770,7.224300,35.100800,34.923060,35.100800,300.516900,298.854900,325.573550,300.516900,2160.924000
TARA_B110000027,Station168,72.5128,44.0775,SUR,-3.944300,-4.721995,12.623917,-3.944300,7.224300,7.531770,7.224300,35.100800,34.923060,35.100800,300.516900,298.854900,325.573550,300.516900,2160.924000
TARA_B110000035,Station168,72.5199,44.0552,MIX,-4.708300,-0.852148,12.652902,-4.708300,7.634700,3.107200,7.634700,35.087700,34.978285,35.087700,299.063900,303.319050,326.342600,299.063900,2161.320600
TARA_B110000037,Station168,72.5199,44.0552,MIX,-4.708300,-0.852148,12.652902,-4.708300,7.634700,3.107200,7.634700,35.087700,34.978285,35.087700,299.063900,303.319050,326.342600,299.063900,2161.320600
TARA_B110000044,Station168,72.5432,44.1020,DCM,-3.672100,-3.888729,14.842140,-3.672100,5.880800,3.824545,5.880800,35.138800,34.976035,35.138800,313.440400,326.513600,344.009740,313.440400,2173.190200
TARA_B110000046,Station168,72.5432,44.1020,DCM,-3.672100,-3.888729,14.842140,-3.672100,5.880800,3.824545,5.880800,35.138800,34.976035,35.138800,313.440400,326.513600,344.009740,313.440400,2173.190200
TARA_B110000083,Station173,78.9564,79.4201,SUR,3.742000,2.406370,14.955015,3.742000,-0.421500,-0.083125,-0.421500,33.688200,33.595737,33.688200,390.279500,383.163125,368.370200,390.279500,2178.135500
TARA_B110000085,Station173,78.9354,79.0604,DCM,6.088300,4.752266,15.213918,6.088300,-1.302200,-1.298837,-1.302200,34.591900,34.456225,34.591900,352.038400,348.000625,361.833400,352.038400,2179.390600
TARA_B110000090,Station173,78.9564,79.4201,SUR,3.742000,2.406370,14.955015,3.742000,-0.421500,-0.083125,-0.421500,33.688200,33.595737,33.688200,390.279500,383.163125,368.370200,390.279500,2178.135500
TARA_B110000091,Station173,78.9354,79.0604,DCM,6.088300,4.752266,15.213918,6.088300,-1.302200,-1.298837,-1.302200,34.591900,34.456225,34.591900,352.038400,348.000625,361.833400,352.038400,2179.390600
TARA_B110000093,Station175,79.3349,66.2954,MIX,0.000000,99999.000000,14.849056,14.849056,0.000000,1.025705,1.025705,0.000000,34.691775,34.691775,0.000000,314.716750,369.229800,314.716750,2181.445300
TARA_B110000110,Station175,79.2233,66.3435,SUR,4.338200,2.060443,14.843421,4.338200,1.167600,1.421805,1.167600,34.422100,34.263300,34.422100,380.417400,368.906875,369.512360,380.417400,2181.477300
TARA_B110000114,Station175,79.2233,66.3435,SUR,4.338200,2.060443,14.843421,4.338200,1.167600,1.421805,1.167600,34.422100,34.263300,34.422100,380.417400,368.906875,369.512360,380.417400,2181.477300
TARA_B110000122,Station175,79.3349,66.2954,MIX,0.000000,99999.000000,14.849056,14.849056,0.000000,1.025705,1.025705,0.000000,34.691775,34.691775,0.000000,314.716750,369.229800,314.716750,2181.445300
TARA_B110000204,Station178,77.1604,73.2057,SUR,0.000000,99999.000000,14.540370,14.540370,0.890890,1.243225,0.890890,34.026800,34.056675,34.026800,352.713200,348.536000,363.899780,352.713200,2180.143000
TARA_B110000206,Station180,74.8283,76.2096,DCM,0.000000,99999.000000,14.599185,14.599185,-1.772300,-1.533492,-1.772300,33.908200,33.646125,33.908200,315.549700,356.194583,372.139200,315.549700,2173.784400
TARA_B110000208,Station178,77.1604,73.2057,SUR,0.000000,99999.000000,14.540370,14.540370,0.890890,1.243225,0.890890,34.026800,34.056675,34.026800,352.713200,348.536000,363.899780,352.713200,2180.143000
TARA_B110000211,Station180,74.8283,76.2096,DCM,0.000000,99999.000000,14.599185,14.599185,-1.772300,-1.533492,-1.772300,33.908200,33.646125,33.908200,315.549700,356.194583,372.139200,315.549700,2173.784400
TARA_B110000233,Station188,78.2518,91.8557,SUR,0.000000,99999.000000,13.791991,13.791991,-1.610800,-1.645825,-1.610800,33.099700,32.948800,33.099700,394.748800,388.239500,364.418730,394.748800,2170.399400
TARA_B110000235,Station188,78.3555,91.6084,DCM,0.000000,99999.000000,13.797093,13.797093,-1.652100,-1.640792,-1.652100,33.842700,33.455583,33.842700,366.412600,373.347333,364.520540,366.412600,2170.456300
